sr,service,name,name_mm,address,address_mm,phone1,phone2,phone3,phone4,phone5,township_mm,Pyinoolwin,state_region_mm,state_region,LatLong,remark,running_status,status,services,curfew,opening_hour,opening_days,updated_phone,new_lat,new_long,url
616,ပရဟိတ,,တာမွေကွန်ယက် လူမှုကူညီကယ်ဆယ်ရေးအသင်း,,တာမွေ မြို့နယ်,0949304464,,,,,တာမွေ,Tamwe,ရန်ကုန်တိုင်းဒေသကြီး,Yangon,"16.810182,96.17646",,,,,,,,,,,
617,ပရဟိတ,,မေတ္တာညွှန့် လူမှုကူညီရေးအသင်း,,တာမွေ မြို့နယ်,095102381,095078243,,,,တာမွေ,Tamwe,ရန်ကုန်တိုင်းဒေသကြီး,Yangon,"16.810182,96.17646",,,,,,,,,,,
618,ပရဟိတ,,အနှိုင်းမဲ့ နာရေးကူညီမှုအသင်း (တာမွေကြီး),,တာမွေ မြို့နယ်,0996505002,,,,,တာမွေ,Tamwe,ရန်ကုန်တိုင်းဒေသကြီး,Yangon,"16.810182,96.17646",,,,,,,,,,,
619,ပရဟိတ,,ရွှေရတနာ လူမှုကူညီရေးအသင်း,,တာမွေ မြို့နယ်,095110409,,,,,တာမွေ,Tamwe,ရန်ကုန်တိုင်းဒေသကြီး,Yangon,"16.810182,96.17646",,,,,,,,,,,
620,ပရဟိတ,,မအူကုန်းလမ်းကြယ် လူမှုကူညီရေးအသင်း,,တာမွေ မြို့နယ်,09786678700,09421092675,,,,တာမွေ,Tamwe,ရန်ကုန်တိုင်းဒေသကြီး,Yangon,"16.810182,96.17646",,,,,,,,,,,
621,ပရဟိတ,,သဘာဝ ဓမ္မဂါယာ,,ဒဂုံမြို့သစ် (တောင်ပိုင်း),09421048364,09425025401,,,,ဒဂုံမြို့သစ်(တောင်ပိုင်း),Dagon Myothit (South) ,ရန်ကုန်တိုင်းဒေသကြီး,Yangon,"16.84016,96.22582",,,,,,,,,,,
622,ပရဟိတ,,၉၃ မေတ္တာ လူမှုကူညီရေးအသင်း,,ဒဂုံဆိပ်ကမ်းမြို့နယ်,09250275500,09420027005,,,,ဒဂုံမြို့သစ် (ဆိပ်ကမ်း),Dagon Myothit (Seikkan),ရန်ကုန်တိုင်းဒေသကြီး,Yangon,"16.840488,96.272564",,,,,,,,,,,
623,ပရဟိတ,,5B TAXI လူမှုကူညီရေးအသင်း,,ဒဂုံဆိပ်ကမ်းမြို့နယ်,0944316516,09250743362,09254181400,09456511115,,ဒဂုံမြို့သစ် (ဆိပ်ကမ်း),Dagon Myothit (Seikkan),ရန်ကုန်တိုင်းဒေသကြီး,Yangon,"16.840488,96.272564",,,,,,,,,,,
624,ပရဟိတ,,မိတ်ဆွေကောင်းပရဟိတအသင်း,,ဒဂုံမြို့သစ်တောင်ပိုင်းမြို့နယ်,09774007040,,,,,ဒဂုံမြို့သစ်(တောင်ပိုင်း),Dagon Myothit (South) ,ရန်ကုန်တိုင်းဒေသကြီး,Yangon,"16.84016,96.22582",,,,,,,,,,,
625,ပရဟိတ,,သစ္စာမဏ္ဍိုင်လူမှုကူညီကယ်ဆယ်ရေးအသင်း,,ဒေါပုံမြို့နယ်,09421004088,0944551108,,,,,,,,,,,,,,,,,,,
626,ပရဟိတ,,ဇေယျသုခလူမှုကူညီရေးအဖွဲ့,,သာကေတမြို့နယ်,09771777720,095194813,,,,သာကေတ,Thaketa,ရန်ကုန်တိုင်းဒေသကြီး,Yangon,"16.793009,96.202959",,,,,,,,,,,
627,ပရဟိတ,,အမတဂဝေသီလူမှုကူညီရေးအဖွဲ့,,သာကေတမြို့နယ်,09420114062,,,,,သာကေတ,Thaketa,ရန်ကုန်တိုင်းဒေသကြီး,Yangon,"16.793009,96.202959",,,,,,,,,,,
628,ပရဟိတ,,စစ်တောင်းရိပ်မွန်နာရေးနှင့် လူမှုကူညီရေး,,ဒဂုံဆိပ်ကမ်းမြို့နယ်,095121234,09450048189,,,,ဒဂုံမြို့သစ် (ဆိပ်ကမ်း),Dagon Myothit (Seikkan),ရန်ကုန်တိုင်းဒေသကြီး,Yangon,"16.840488,96.272564",,,,,,,,,,,
629,ပရဟိတ,,လင်းလက်လူမှုကူညီရေးအသင်း,,ကျောက်တံတားမြို့နယ်,09262239600,09260055006,,,,ကျောက်တံတား,Kyauktada,ရန်ကုန်တိုင်းဒေသကြီး,Yangon,"16.774263,96.161642",,,,,,,,,,,
630,ပရဟိတ,,မဟာမွန်မြတ်စေတနာပရဟိတအသင်း,,ပန်းဘဲတန်းမြို့နယ်,09260977786,09260477786,,,,ပန်းဘဲတန်း,Pabedan,ရန်ကုန်တိုင်းဒေသကြီး,Yangon,"16.776983,96.15601",,,,,,,,,,,
631,ပရဟိတ,,ရှင်သန်ခြင်း အောက်စီဂျင်နှင့်လူမှုကူညီရေးအသင်း,,ကြည့်မြင်တိုင်မြို့နယ်,0943021296,0943115305,,,,ကြည့်မြင်တိုင်,Kyeemyindaing,ရန်ကုန်တိုင်းဒေသကြီး,Yangon,"16.814573,96.121879",,,,,,,,,,,
632,ပရဟိတ,,မြတ်သုမလူမှုကူညီရေးအသင်း,,ကြည့်မြင်တိုင်မြို့နယ်,09449999415,09443443415,,,,ကြည့်မြင်တိုင်,Kyeemyindaing,ရန်ကုန်တိုင်းဒေသကြီး,Yangon,"16.814573,96.121879",,,,,,,,,,,
633,ပရဟိတ,,ဂရုဏာသုခလူမှုကူညီရေးအသင်း,,ကြည့်မြင်တိုင်မြို့နယ်,09254502600,09254208800,,,,ကြည့်မြင်တိုင်,Kyeemyindaing,ရန်ကုန်တိုင်းဒေသကြီး,Yangon,"16.814573,96.121879",,,,,,,,,,,
634,ပရဟိတ,,စံပြလူမှုကူညီရေးပရဟိတလူငယ်အသင်း,,ကြည့်မြင်တိုင်မြို့နယ်,09899977800,09420640314,,,,ကြည့်မြင်တိုင်,Kyeemyindaing,ရန်ကုန်တိုင်းဒေသကြီး,Yangon,"16.814573,96.121879",,,,,,,,,,,
635,ပရဟိတ,,၀င်းမေတ္တာလူမှုကူညီရေးပရဟိတအသင်း,,ကြည့်မြင်တိုင်မြို့နယ်,09421027371,09254716264,,,,ကြည့်မြင်တိုင်,Kyeemyindaing,ရန်ကုန်တိုင်းဒေသကြီး,Yangon,"16.814573,96.121879",,,,,,,,,,,
636,ပရဟိတ,,အဖြူရောင်လူမှုကူညီရေးအသင်း,,ကြည့်မြင်တိုင်မြို့နယ်,095415971,,,,,ကြည့်မြင်တိုင်,Kyeemyindaing,ရန်ကုန်တိုင်းဒေသကြီး,Yangon,"16.814573,96.121879",,,,,,,,,,,
637,ပရဟိတ,,ရွှေစမ်းချောင်းလူမှုကူညီရေးအသင်း,,စမ်းချောင်းမြို့နယ်,09775097230,09770658948,,,,စမ်းချောင်း,Sanchaung,ရန်ကုန်တိုင်းဒေသကြီး,Yangon,"16.803809,96.137291",,,,,,,,,,,
638,ပရဟိတ,,ဥတ္တရလုလင်သွေးလှူရှင်များအသင်း,,စမ်းချောင်းမြို့နယ်,09440008424,0973108424,,,,စမ်းချောင်း,Sanchaung,ရန်ကုန်တိုင်းဒေသကြီး,Yangon,"16.803809,96.137291",,,,,,,,,,,
639,ပရဟိတ,,လူမှုကူညီရေးအသင်း(ဗဟန်း),,ဗဟန်းမြို့နယ်,095048956,09785048956,,,,ဗဟန်း,Bahan,ရန်ကုန်တိုင်းဒေသကြီး,Yangon,"16.815427,96.156112",,,,,,,,,,,
640,ပရဟိတ,,မြန်မာ့ကြယ်ဖြူလူမှုဖွံ့ဖြိုးတိုးတက်ရေးပရဟိတအသင်း,,မရမ်းကုန်းမြို့နယ်,09421089129,09965056117,,,,မရမ်းကုန်း,Mayangone,ရန်ကုန်တိုင်းဒေသကြီး,Yangon,"16.86619,96.142611",,,,,,,,,,,
641,ပရဟိတ,,လှိုင်လူမှုကူညီကယ်ဆယ်ရေးအသင်း,,လှိုင်မြို့နယ်,0932237799,09401024223,,,,လှိုင်,Hlaing,ရန်ကုန်တိုင်းဒေသကြီး,Yangon,"16.847934,96.125227",,,,,,,,,,,
642,ပရဟိတ,,စိမ့်အေးစေ ပရဟိတလူမှုကူညီရေးအသင်း,,လှိုင်မြို့နယ်,094304598,09420022721,,,,လှိုင်,Hlaing,ရန်ကုန်တိုင်းဒေသကြီး,Yangon,"16.847934,96.125227",,,,,,,,,,,
643,ပရဟိတ,,အနှိုင်းမဲ့မေတ္တာ(လှိုင်)လူမှုကူညီရေးအသင်း,,လှိုင်မြို့နယ်,09421717150,,,,,လှိုင်,Hlaing,ရန်ကုန်တိုင်းဒေသကြီး,Yangon,"16.847934,96.125227",,,,,,,,,,,
644,ပရဟိတ,,ဇော်ဂျီလူမှုကူညီရေးအသင်း,,လှိုင်မြို့နယ်,,,,,,လှိုင်,Hlaing,ရန်ကုန်တိုင်းဒေသကြီး,Yangon,"16.847934,96.125227",,,,,,,,,,,
645,ပရဟိတ,,လှည်းတန်းလူမှုကူညီရေးအသင်း,,ကမာရွတ်မြို့နယ်,09403789779,09763977768,,,,ကမာရွတ်,Kamaryut,ရန်ကုန်တိုင်းဒေသကြီး,Yangon,"16.827684,96.132439",,,,,,,,,,,
646,ပရဟိတ,,MANကမာရွတ်အရေးပေါ်လူမှုကူညီကယ်ဆယ်ရေးအဖွဲ့,,ကမာရွတ်မြို့နယ်,095401677,09785401677,,,,ကမာရွတ်,Kamaryut,ရန်ကုန်တိုင်းဒေသကြီး,Yangon,"16.827684,96.132439",,,,,,,,,,,
647,ပရဟိတ,,မီးအိမ်ရှင်လူမှုကူညီရေးအသင်း,,ကြည့်မြင်တိုင်မြို့နယ်,09773536717,,,,,ကြည့်မြင်တိုင်,Kyeemyindaing,ရန်ကုန်တိုင်းဒေသကြီး,Yangon,"16.814573,96.121879",,,,,,,,,,,
648,ပရဟိတ,,အားမာန်လူငယ်ပရဟိတအသင်း,,ကြည့်မြင်တိုင်မြို့နယ်,0942802509,,,,,ကြည့်မြင်တိုင်,Kyeemyindaing,ရန်ကုန်တိုင်းဒေသကြီး,Yangon,"16.814573,96.121879",,,,,,,,,,,
649,ပရဟိတ,,ပရဟိတနှလုံးသားလူမှုကယ်ဆယ်ရေးအသင်း,,ကြည့်မြင်တိုင်မြို့နယ်,095035926,,,,,ကြည့်မြင်တိုင်,Kyeemyindaing,ရန်ကုန်တိုင်းဒေသကြီး,Yangon,"16.814573,96.121879",,,,,,,,,,,
650,ပရဟိတ,,မြန်မာမွတ်စလင်လူငယ်ဖောင်ဒေးရှင်း,,ပန်းဘဲတန်းမြို့နယ်,09786012786,,,,,ပန်းဘဲတန်း,Pabedan,ရန်ကုန်တိုင်းဒေသကြီး,Yangon,"16.776983,96.15601",,,,,,,,,,,
651,ပရဟိတ,,မိုးမိတ်လူမှုကူညီရေးအသင်း,,ကျောက်တံတားမြို့နယ်,09793710788,,,,,ကျောက်တံတား,Kyauktada,ရန်ကုန်တိုင်းဒေသကြီး,Yangon,"16.774263,96.161642",,,,,,,,,,,
652,ပရဟိတ,,ရှမ်းလမ်းလူမှုကူညီရေးအသင်း,,ပန်းဘဲတန်းမြို့နယ်,,,,,,ပန်းဘဲတန်း,Pabedan,ရန်ကုန်တိုင်းဒေသကြီး,Yangon,"16.776983,96.15601",,,,,,,,,,,
653,ပရဟိတ,,ရိုးရှင်းသောပရဟိတလူမှုကူညီရေးအသင်း,,သုံးခွမြို့နယ်,09429912788,,,,,သုံးခွ,Thongwa ,ရန်ကုန်တိုင်းဒေသကြီး,Yangon,"16.7586,96.52309",,,,,,,,,,,
654,ပရဟိတ,,မေတ္တာအလင်းနာလူမှုကူညီရေးအသင်း,,သန်လျင်မြိို့နယ်,095066491,,,,,သန်လျင်,Thanlyin ,ရန်ကုန်တိုင်းဒေသကြီး,Yangon,"16.76378,96.25184",,,,,,,,,,,
655,ပရဟိတ,,သဘာ၀အလင်းရောင်သွေးကွန်ယက်အသင်း,,သန်လျင်မြိို့နယ်,09661169438,,,,,သန်လျင်,Thanlyin ,ရန်ကုန်တိုင်းဒေသကြီး,Yangon,"16.76378,96.25184",,,,,,,,,,,
656,ပရဟိတ,,မုဒိတာလူမှုကူညီရေးအသင်း,,ကွမ်းခြံကုန်းမြို့,09795000103,,,,,ကွမ်းခြံကုန်း,Kungyangon ,ရန်ကုန်တိုင်းဒေသကြီး,Yangon,"16.4394,96.0119",,,,,,,,,,,
657,ပရဟိတ,,ငြိမ်းချမ်းရိပ်မြုံလူမှုကူညီရေးအသင်း,,တော်ကူးကျေးရွာ,09420225579,,,,,ကွမ်းခြံကုန်း,Kungyangon ,ရန်ကုန်တိုင်းဒေသကြီး,Yangon,"16.4394,96.0119",,,,,,,,,,,
658,ပရဟိတ,,ပါရမီရှင်လူမှုကူညီရေးအသင်း,,တော်လန်းဝကျေးရွာ,09966660614,,,,,ကွမ်းခြံကုန်း,Kungyangon ,ရန်ကုန်တိုင်းဒေသကြီး,Yangon,"16.4394,96.0119",,,,,,,,,,,
659,ပရဟိတ,,ဖြူစင်စေတနာလူမှုကူညီရေးအသင်း,,တော်ကလိပ်ကျေးရွာ,09454445818,,,,,ကွမ်းခြံကုန်း,Kungyangon ,ရန်ကုန်တိုင်းဒေသကြီး,Yangon,"16.4394,96.0119",,,,,,,,,,,
660,ပရဟိတ,,မေတ္တာမွန်လူမှုကူညီရေးအသင်း,,သောင်ခုန်ကျေးရွာ,09786370000,,,,,ကွမ်းခြံကုန်း,Kungyangon ,ရန်ကုန်တိုင်းဒေသကြီး,Yangon,"16.4394,96.0119",,,,,,,,,,,
661,ပရဟိတ,,အဖြူရောင်မေတ္တာလူမှုကူညီရေးအသင်း,,တော်ခလူးကျေးရွာ,09898191270,,,,,ကွမ်းခြံကုန်း,Kungyangon ,ရန်ကုန်တိုင်းဒေသကြီး,Yangon,"16.4394,96.0119",,,,,,,,,,,
662,ပရဟိတ,,အားမာန်လူမှုကူညီရေးအသင်း,,မြို့ကုန်းကျေးရွာ,09762720367,,,,,ကွမ်းခြံကုန်း,Kungyangon ,ရန်ကုန်တိုင်းဒေသကြီး,Yangon,"16.4394,96.0119",,,,,,,,,,,
663,ပရဟိတ,,မြင့်မြတ်နလုံးသားလူမှုကူညီရေးအသင်း,,သမင်ခြံကျေးရွာ,09756444726,,,,,ကွမ်းခြံကုန်း,Kungyangon ,ရန်ကုန်တိုင်းဒေသကြီး,Yangon,"16.4394,96.0119",,,,,,,,,,,
664,ပရဟိတ,,ဗြဟ္မစိုရ်လူမှုကူညီရေးအသင်း,,အဖျောက်ကျေးရွာ,09796844009,,,,,ကွမ်းခြံကုန်း,Kungyangon ,ရန်ကုန်တိုင်းဒေသကြီး,Yangon,"16.4394,96.0119",,,,,,,,,,,
665,ပရဟိတ,,မြတ်စေတနာလူမှုကူညီရေးအသင်း,,ဘုရားကြီးကျေးရွာ,09781198900,,,,,ကွမ်းခြံကုန်း,Kungyangon ,ရန်ကုန်တိုင်းဒေသကြီး,Yangon,"16.4394,96.0119",,,,,,,,,,,
666,ပရဟိတ,,တက်သစ်စမောင်မယ်လူမှုကူညီရေးအသင်း,,စမ်းရွာကျေးရွာ,0945041029,,,,,ကွမ်းခြံကုန်း,Kungyangon ,ရန်ကုန်တိုင်းဒေသကြီး,Yangon,"16.4394,96.0119",,,,,,,,,,,
667,ပရဟိတ,,ရွှေညီကိုလူမှုကူညီရေးအသင်း,,မပျော်ဘွယ်ကြီးကျေးရွာ,09799278189,,,,,ကွမ်းခြံကုန်း,Kungyangon ,ရန်ကုန်တိုင်းဒေသကြီး,Yangon,"16.4394,96.0119",,,,,,,,,,,
668,ပရဟိတ,,တွဲလက်များလူမှုကူညီရေးအသင်း,,အင်္ဂလုံးကျေးရွာ,09799396978,,,,,ကွမ်းခြံကုန်း,Kungyangon ,ရန်ကုန်တိုင်းဒေသကြီး,Yangon,"16.4394,96.0119",,,,,,,,,,,
669,ပရဟိတ,,မေတ္တာစမ်းရေလူမှုကူညီရေးအသင်း,,အင်းလျားဝချောင်ကျေးရွာ,,,,,,ကွမ်းခြံကုန်း,Kungyangon ,ရန်ကုန်တိုင်းဒေသကြီး,Yangon,"16.4394,96.0119",,,,,,,,,,,
670,ပရဟိတ,,မိတ်ဆွေကောင်းလူမှုကူညီရေးအသင်း,,တောင်ကုန်းကျေးရွာ,,,,,,ကွမ်းခြံကုန်း,Kungyangon ,ရန်ကုန်တိုင်းဒေသကြီး,Yangon,"16.4394,96.0119",,,,,,,,,,,
671,ပရဟိတ,,ဂရုဏာရှင်လူမှုကူညီရေးအသင်း,,မြို့ကုန်းကျေးရွာ,,,,,,ကွမ်းခြံကုန်း,Kungyangon ,ရန်ကုန်တိုင်းဒေသကြီး,Yangon,"16.4394,96.0119",,,,,,,,,,,
672,ပရဟိတ,,စေတနာရှင်လူမှုကူညီရေးအသင်း,,ကသစ်ကုန်းကျေးရွာ,,,,,,ကွမ်းခြံကုန်း,Kungyangon ,ရန်ကုန်တိုင်းဒေသကြီး,Yangon,"16.4394,96.0119",,,,,,,,,,,
673,ပရဟိတ,,ကံ အရေးပေါ်ကျန်းမာရေး စောင့်ရှောက်မှု,,ဒဂုံမြို့သစ်တောင်ပိုင်းမြို့နယ်,09266524288,09448129204,,,,ဒဂုံမြို့သစ်(တောင်ပိုင်း),Dagon Myothit (South) ,ရန်ကုန်တိုင်းဒေသကြီး,Yangon,"16.84016,96.22582",,,,,,,,,,,
674,ပရဟိတ,,အနာဂတ်မျှော်လင့်ချက်,,ဒဂုံမြို့သစ်တောင်ပိုင်းမြို့နယ်,09420258820,,,,,ဒဂုံမြို့သစ်(တောင်ပိုင်း),Dagon Myothit (South) ,ရန်ကုန်တိုင်းဒေသကြီး,Yangon,"16.84016,96.22582",,,,,,,,,,,
675,ပရဟိတ,,H RESCUE လူမှုကယ်ဆယ်ရေးအဖွဲ့,,ဒဂုံမြို့သစ်တောင်ပိုင်းမြို့နယ်,09777775192,,,,,ဒဂုံမြို့သစ်(တောင်ပိုင်း),Dagon Myothit (South) ,ရန်ကုန်တိုင်းဒေသကြီး,Yangon,"16.84016,96.22582",,,,,,,,,,,
676,ပရဟိတ,,သွေးချင်းညီအစ်ကိုများ ပရဟိတအသင်း,,ဒဂုံမြို့သစ်တောင်ပိုင်းမြို့နယ်,09453394496,09480655220,095031325,,,ဒဂုံမြို့သစ်(တောင်ပိုင်း),Dagon Myothit (South) ,ရန်ကုန်တိုင်းဒေသကြီး,Yangon,"16.84016,96.22582",,,,,,,,,,,
677,ပရဟိတ,,သရဝဏ် အလင်းရှင်,,ဒဂုံမြို့သစ်အရှေ့ပိုင်းမြို့နယ်,09991206035,,,,,ဒဂုံမြို့သစ် (အရှေ့ပိုင်း),Dagon Myothit (East),ရန်ကုန်တိုင်းဒေသကြီး,Yangon,"16.912805,96.213226",,,,,,,,,,,
678,ပရဟိတ,,မြောက်ဒဂုံစေတနာ,,ဒဂုံမြို့သစ်မြောက်ပိုင်းမြို့နယ်,09420091797,,,,,ဒဂုံမြို့သစ်(မြောက်ပိုင်း),Dagon Myothit (North) ,ရန်ကုန်တိုင်းဒေသကြီး,Yangon,"16.87774,96.19079",,,,,,,,,,,
679,ပရဟိတ,,တမိုးအောင်လူငယ်ပရဟိတ,,တာမွေမြို့နယ်,09792259206,,,,,တာမွေ,Tamwe,ရန်ကုန်တိုင်းဒေသကြီး,Yangon,"16.810182,96.17646",,,,,,,,,,,
680,ပရဟိတ,,တက်သစ်စလူမှုကူညီရေးအသင်း,,ဒဂုံမြို့သစ်တောင်ပိုင်းမြို့နယ်,09425012596 ,09250269650,0943088664,09964133550,,ဒဂုံမြို့သစ်(တောင်ပိုင်း),Dagon Myothit (South) ,ရန်ကုန်တိုင်းဒေသကြီး,Yangon,"16.84016,96.22582",,,,,,,,,,,
681,ပရဟိတ,,ရွှေရောင်တွဲလက် လူမှုကူညီရေးအသင်း,,သာကေတမြို့နယ်,09777737859,09677744740,09695444438,,,သာကေတ,Thaketa,ရန်ကုန်တိုင်းဒေသကြီး,Yangon,"16.793009,96.202959",,,,,,,,,,,
682,ပရဟိတ,,မြတ်ဒါနကုသိုလ် လူမှုကူညီရေးအသင်း,,ဒေါပုံမြို့နယ်,09250109646,,,,,ဒေါပုံ,Dawbon,ရန်ကုန်တိုင်းဒေသကြီး,Yangon,"16.781917,96.18435",,,,,,,,,,,
683,ပရဟိတ,,အေးချမ်းဖြူစင် မေတ္တာရှင် လူမှုကူညီရေးအသင်း,,တောင်ဥက္ကလာပမြို့နယ်,09768101010 ,09428631044,09768202020 ,09768101014,,တောင်ဥက္ကလာပ,South Okkalapa,ရန်ကုန်တိုင်းဒေသကြီး,Yangon,"16.846249,96.179859",,,,,,,,,,,
684,ပရဟိတ,,ဘိုကလေးဈေးပရဟိတအသင်း,,ဗိုလ်တထောင်မြို့နယ်,095419438,,,,,ဗိုလ်တထောင်,Botahtaung,ရန်ကုန်တိုင်းဒေသကြီး,Yangon,"16.771967,96.169709",,,,,,,,,,,
685,ပရဟိတ,,ဒဂုံဆိပ်ကမ်းအိမ်ခြံမြေ ပရဟိတအသင်း,,ဒဂုံဆိပ်ကမ်းမြို့နယ်,095165813 ,095131158,095155431,,,ဒဂုံမြို့သစ် (ဆိပ်ကမ်း),Dagon Myothit (Seikkan),ရန်ကုန်တိုင်းဒေသကြီး,Yangon,"16.840488,96.272564",,,,,,,,,,,
686,ပရဟိတ,,လေးဝတီကုလရက္ခိတ ပရဟိတအသင်း,,တောင်ဥက္ကလာပမြို့နယ်,09420752871,,,,,တောင်ဥက္ကလာပ,South Okkalapa,ရန်ကုန်တိုင်းဒေသကြီး,Yangon,"16.846249,96.179859",,,,,,,,,,,
687,ပရဟိတ,,သုခချမ်းသာလူမှုကူညီရေးအသင်း,,ဒဂုံမြို့သစ်တောင်ပိုင်းမြို့နယ်,09254477588,,,,,ဒဂုံမြို့သစ်(တောင်ပိုင်း),Dagon Myothit (South) ,ရန်ကုန်တိုင်းဒေသကြီး,Yangon,"16.84016,96.22582",,,,,,,,,,,
688,ပရဟိတ,,ရွှေဒါပုံလူမှုကူညီရေးအသင်း,,ဒေါပုံမြို့နယ်,09447405550,,,,,ဒေါပုံ,Dawbon,ရန်ကုန်တိုင်းဒေသကြီး,Yangon,"16.781917,96.18435",,,,,,,,,,,
689,ပရဟိတ,,မြို့ဦးလုလင်နာရေးကူညီမှုအသင်း,,ဒဂုံမြို့သစ်တောင်ပိုင်းမြို့နယ်,09250006321,,,,,ဒဂုံမြို့သစ်(တောင်ပိုင်း),Dagon Myothit (South) ,ရန်ကုန်တိုင်းဒေသကြီး,Yangon,"16.84016,96.22582",,,,,,,,,,,
690,ပရဟိတ,,တူညီသောတွဲလက်များ(ရန်ကင်း),,ရန်ကင်းမြို့နယ်,0997496427,,,,,ရန်ကင်း,Yankin,ရန်ကုန်တိုင်းဒေသကြီး,Yangon,"16.83601,96.162395",,,,,,,,,,,
691,ပရဟိတ,,အင်အားလူမှုကူညီရေးအသင်း,,ဒဂုံမြို့သစ်(မြောက်ပိုင်း)မြို့နယ်,09250006321,09254347829,0989545435,,,ဒဂုံမြို့သစ်(မြောက်ပိုင်း),Dagon Myothit (North) ,ရန်ကုန်တိုင်းဒေသကြီး,Yangon,"16.87774,96.19079",,,,,,,,,,,
692,ပရဟိတ,,အရိုးကုန်းနာရေးကူညီမှုအသင်း,,တာမွေမြို့နယ်,,,,,,တာမွေ,Tamwe,ရန်ကုန်တိုင်းဒေသကြီး,Yangon,"16.810182,96.17646",,,,,,,,,,,
693,ပရဟိတ,,ထူးပြည့်စုံလူမှုကူညီရေးအသင်း,,ဒဂုံမြို့သစ် (အရှေ့ပိုင်း)မြို့နယ်,09266888099,09266888199,,,,ဒဂုံမြို့သစ် (အရှေ့ပိုင်း),Dagon Myothit (East),ရန်ကုန်တိုင်းဒေသကြီး,Yangon,"16.912805,96.213226",,,,,,,,,,,
694,ပရဟိတ,,သဘာဝအလင်းရောင် သွေးကွန်ယက်,,ဒဂုံမြို့သစ်(မြောက်ပိုင်း)မြို့နယ်,09445347683,,,,,ဒဂုံမြို့သစ်(မြောက်ပိုင်း),Dagon Myothit (North) ,ရန်ကုန်တိုင်းဒေသကြီး,Yangon,"16.87774,96.19079",,,,,,,,,,,
695,ပရဟိတ,,စေတနာနာရေးကူညီမှုအသင်း,,ပုဇွန်တောင်မြို့နယ်,09254839779,09250060010,,,,ပုဇွန်တောင်,Pazundaung,ရန်ကုန်တိုင်းဒေသကြီး,Yangon,"16.779648,96.174392",,,,,,,,,,,
696,ပရဟိတ,,၉၂ လူမှုကူညီရေးအသင်း,,ဒဂုံမြို့သစ် (ဆိပ်ကမ်း)မြို့နယ်,095121234,0943188115,,,,ဒဂုံမြို့သစ် (ဆိပ်ကမ်း),Dagon Myothit (Seikkan),ရန်ကုန်တိုင်းဒေသကြီး,Yangon,"16.840488,96.272564",,,,,,,,,,,
697,ပရဟိတ,,ပုသိမ်ညွန့်လူမှုကူညီရေးအသင်း,,တာမွေမြို့နယ်,09799079972,,,,,တာမွေ,Tamwe,ရန်ကုန်တိုင်းဒေသကြီး,Yangon,"16.810182,96.17646",,,,,,,,,,,
698,ပရဟိတ,,သံဃာ့ရက္ခိတ,,ဒဂုံမြို့သစ် (အရှေ့ပိုင်း)မြို့နယ်,,,,,,ဒဂုံမြို့သစ် (အရှေ့ပိုင်း),Dagon Myothit (East),ရန်ကုန်တိုင်းဒေသကြီး,Yangon,"16.912805,96.213226",,,,,,,,,,,
699,ပရဟိတ,,မြန်မာမွတ်ဆလင်လူငယ် ပရဟိတအသင်း,,တာမွေမြို့နယ်,0973144559,,,,,တာမွေ,Tamwe,ရန်ကုန်တိုင်းဒေသကြီး,Yangon,"16.810182,96.17646",,,,,,,,,,,
700,ပရဟိတ,,မိုးပရဟိတ,,တာမွေမြို့နယ်,09889772020,09889771155,,,,တာမွေ,Tamwe,ရန်ကုန်တိုင်းဒေသကြီး,Yangon,"16.810182,96.17646",,,,,,,,,,,
701,ပရဟိတ,,လွတ်လပ်ရေးလူမှုကူညီရေးအသင်း,,မင်္ဂလာတောင်ညွန့်မြို့နယ်,09420160945,,,,,မင်္ဂလာတောင်ညွန့်,Mingalartaungnyunt,ရန်ကုန်တိုင်းဒေသကြီး,Yangon,"16.788908,96.167859",,,,,,,,,,,
702,ပရဟိတ,,ဖို့မြေပရဟိတ,,မင်္ဂလာတောင်ညွန့်မြို့နယ်,09400444545,09400330004,,,,မင်္ဂလာတောင်ညွန့်,Mingalartaungnyunt,ရန်ကုန်တိုင်းဒေသကြီး,Yangon,"16.788908,96.167859",,,,,,,,,,,
703,ပရဟိတ,,Happy Taxi လူမှုအထောက်အကူပြု ပရဟိတအသင်း,,ဒဂုံမြို့သစ်(တောင်ပိုင်း),09453113880,,,,,ဒဂုံမြို့သစ်(တောင်ပိုင်း),Dagon Myothit (South) ,ရန်ကုန်တိုင်းဒေသကြီး,Yangon,"16.84016,96.22582",,,,,,,,,,,
704,ပရဟိတ,,ပီတိလူမှုကူညီရေးအသင်း,,မင်္ဂလာတောင်ညွန့်မြို့နယ်,09420027094,,,,,မင်္ဂလာတောင်ညွန့်,Mingalartaungnyunt,ရန်ကုန်တိုင်းဒေသကြီး,Yangon,"16.788908,96.167859",,,,,,,,,,,
705,ပရဟိတ,,ပေးဆပ်သူလူမှုကူညီရေးအဖွဲ့,,သာကေတမြို့နယ်,09414021243,,,,,သာကေတ,Thaketa,ရန်ကုန်တိုင်းဒေသကြီး,Yangon,"16.793009,96.202959",,,,,,,,,,,
706,ပရဟိတ,,ဝေဇယန္တာလူငယ်များ လူမှုကူညီရေးအသင်း,,သာကေတမြို့နယ်,09763448040,,,,,သာကေတ,Thaketa,ရန်ကုန်တိုင်းဒေသကြီး,Yangon,"16.793009,96.202959",,,,,,,,,,,
